,Schooling (years),HIV/AIDS deaths (per 1000 live births)
2658,14.7,0.1
2659,14.6,0.1
2660,14.5,0.1
2661,14.4,0.1
2662,14.4,0.1
2663,14.3,0.1
2664,14.3,0.1
2665,14.2,0.1
2666,13.9,0.1
2667,13.6,0.1
2668,13.5,0.1
2669,13.3,0.1
2670,13.1,0.1
2671,12.8,0.1
2672,14.5,0.1
2673,14.5,0.1
2674,14.4,0.1
2675,14.3,0.1
2676,13.8,0.1
2677,13.0,0.1
2678,12.5,0.1
2679,12.5,0.1
2680,12.3,0.1
2681,11.9,0.1
2682,11.9,0.1
2683,12.0,0.1
2684,11.9,0.1
2685,11.5,0.1
2686,11.1,0.1
2687,10.7,0.1
2688,10.8,0.1
2689,10.8,0.1
2690,10.7,0.1
2691,10.7,0.1
2692,10.6,0.1
2693,10.6,0.1
2694,10.5,0.1
2695,10.5,0.1
2696,10.4,0.1
2697,10.4,0.1
2698,10.3,0.1
2699,10.3,0.1
2700,10.3,0.1
2701,10.2,0.1
2702,10.2,0.1
2703,0.0,0.1
2704,10.0,3.1
2705,10.0,3.2
2706,10.0,4.0
2707,10.0,4.6
2708,10.7,6.8
2709,10.9,8.0
2710,10.8,8.1
2711,10.6,8.2
2712,10.3,8.4
2713,10.6,8.6
2714,10.9,8.7
2715,11.6,8.9
2716,11.5,9.4
2717,11.0,10.0
2718,10.8,10.8
2719,9.8,11.6
2720,15.3,0.2
2721,15.2,0.2
2722,15.2,0.2
2723,15.1,0.2
2724,14.9,0.2
2725,14.9,0.2
2726,14.9,0.3
2727,14.9,0.4
2728,14.8,0.7
2729,14.7,0.8
2730,14.5,0.9
2731,14.6,1.0
2732,14.3,0.9
2733,13.9,0.9
2734,13.2,0.8
2735,13.3,0.7
2736,13.3,0.1
2737,13.3,0.1
2738,13.3,0.1
2739,13.3,0.1
2740,13.3,0.1
2741,13.3,0.1
2742,13.2,0.1
2743,13.1,0.1
2744,12.9,0.1
2745,12.8,0.1
2746,12.6,0.1
2747,12.4,0.1
2748,12.3,0.1
2749,12.1,0.1
2750,12.0,0.1
2751,11.8,0.1
2752,,0.1
2753,,0.1
2754,,0.1
2755,,0.1
2756,,0.1
2757,,0.1
2758,,0.1
2759,,0.1
2760,,0.1
2761,,0.1
2762,,0.1
2763,,0.1
2764,,0.1
2765,,0.1
2766,,0.1
2767,,0.1
2768,,1.4
2769,,1.4
2770,,2.1
2771,,2.4
2772,,3.1
2773,,4.6
2774,,6.4
2775,,7.4
2776,,8.5
2777,,9.4
2778,,10.0
2779,,10.8
2780,,11.5
2781,,12.1
2782,,12.5
2783,,12.8
2784,,0.1
2785,,0.1
2786,,0.1
2787,,0.1
2788,,0.1
2789,,0.1
2790,,0.1
2791,,0.1
2792,,0.1
2793,,0.1
2794,,0.1
2795,,0.1
2796,,0.1
2797,,0.1
2798,,0.1
2799,,0.1
2800,15.5,0.1
2801,15.5,0.1
2802,15.5,0.1
2803,15.5,0.1
2804,15.5,0.1
2805,15.6,0.1
2806,15.5,0.1
2807,15.7,0.1
2808,15.3,0.1
2809,15.2,0.1
2810,15.5,0.1
2811,15.5,0.1
2812,15.0,0.1
2813,14.7,0.1
2814,14.2,0.1
2815,14.0,0.1
2816,12.1,0.1
2817,12.1,0.1
2818,12.0,0.1
2819,12.0,0.1
2820,12.0,0.1
2821,11.9,0.2
2822,11.8,0.2
2823,11.9,0.3
2824,11.8,0.3
2825,11.8,0.4
2826,11.7,0.3
2827,11.6,0.3
2828,11.3,0.3
2829,11.0,0.2
2830,10.7,0.2
2831,10.6,0.1
2832,10.8,0.1
2833,10.8,0.1
2834,10.8,0.1
2835,10.8,0.1
2836,10.8,0.1
2837,10.8,0.1
2838,10.7,0.1
2839,10.7,0.1
2840,10.7,0.1
2841,10.6,0.1
2842,10.6,0.1
2843,10.7,0.1
2844,10.4,0.1
2845,10.2,0.1
2846,10.1,0.1
2847,9.6,0.1
2848,14.3,0.1
2849,14.2,0.1
2850,14.2,0.1
2851,14.1,0.1
2852,14.1,0.1
2853,14.0,0.1
2854,14.0,0.1
2855,13.4,0.1
2856,12.9,0.1
2857,12.4,0.1
2858,11.8,0.1
2859,11.6,0.1
2860,11.6,0.1
2861,11.0,0.1
2862,10.4,0.1
2863,10.6,0.1
2864,12.6,0.1
2865,12.5,0.1
2866,12.3,0.1
2867,12.2,0.1
2868,12.0,0.1
2869,11.9,0.1
2870,11.7,0.1
2871,11.6,0.2
2872,11.4,0.2
2873,11.3,0.2
2874,11.1,0.2
2875,11.0,0.2
2876,10.9,0.2
2877,10.7,0.2
2878,10.6,0.1
2879,10.4,0.1
2880,9.0,0.1
2881,9.0,0.1
2882,9.0,0.1
2883,9.0,0.1
2884,8.6,0.1
2885,8.5,0.1
2886,8.4,0.1
2887,8.5,0.1
2888,8.6,0.1
2889,8.7,0.1
2890,8.6,0.1
2891,8.4,0.1
2892,8.2,0.1
2893,8.0,0.1
2894,7.9,0.1
2895,7.7,0.1
2896,12.5,4.1
2897,12.5,4.3
2898,12.5,4.8
2899,12.3,5.6
2900,12.0,6.3
2901,11.8,6.8
2902,11.6,9.1
2903,11.4,11.9
2904,11.1,13.6
2905,10.9,15.9
2906,10.7,17.0
2907,10.5,17.6
2908,10.2,18.2
2909,10.0,18.4
2910,9.8,18.6
2911,9.6,18.7
2912,10.3,6.2
2913,10.3,6.3
2914,10.4,6.8
2915,9.8,8.8
2916,10.1,13.3
2917,10.0,15.7
2918,9.9,18.1
2919,9.7,20.5
2920,9.6,23.7
2921,9.5,26.8
2922,9.3,30.3
2923,9.2,33.6
2924,9.5,36.7
2925,10.0,39.8
2926,9.8,42.1
2927,9.8,43.5
